% []
@RELATION base

@ATTRIBUTE Lines NUMERIC
@ATTRIBUTE Statements NUMERIC
@ATTRIBUTE Percent_Branch_Statements NUMERIC
@ATTRIBUTE Method_Call_Statements NUMERIC
@ATTRIBUTE Percent_Lines_with_Comments NUMERIC
@ATTRIBUTE Classes_and_interfaces NUMERIC
@ATTRIBUTE Methods_per_Class NUMERIC
@ATTRIBUTE Maximum_Complexity NUMERIC
@ATTRIBUTE Average_Block_Depth NUMERIC
@ATTRIBUTE Average_Complexity NUMERIC
@ATTRIBUTE Statements_at_block_level_0 NUMERIC
@ATTRIBUTE Statements_at_block_level_1 NUMERIC
@ATTRIBUTE Statements_at_block_level_2 NUMERIC
@ATTRIBUTE Statements_at_block_level_3 NUMERIC
@ATTRIBUTE Statements_at_block_level_4 NUMERIC
@ATTRIBUTE Statements_at_block_level_5 NUMERIC
@ATTRIBUTE Statements_at_block_level_6 NUMERIC
@ATTRIBUTE Statements_at_block_level_7 NUMERIC
@ATTRIBUTE Statements_at_block_level_3_percent NUMERIC
@ATTRIBUTE Statements_at_block_level_4_percent NUMERIC
@ATTRIBUTE Statements_at_block_level_5_percent NUMERIC
@ATTRIBUTE Statements_at_block_level_6_percent NUMERIC
@ATTRIBUTE Statements_at_block_level_7_percent NUMERIC
@ATTRIBUTE Statements_max_at_block NUMERIC
@ATTRIBUTE Statements_max_at_blockPercent NUMERIC
@ATTRIBUTE len_complexity NUMERIC
@ATTRIBUTE sum_complexity NUMERIC
@ATTRIBUTE mean_complexity NUMERIC
@ATTRIBUTE median_complexity NUMERIC
@ATTRIBUTE var_complexity NUMERIC
@ATTRIBUTE max_complexity NUMERIC
@ATTRIBUTE min_complexity NUMERIC
@ATTRIBUTE len_Statements NUMERIC
@ATTRIBUTE sum_Statements NUMERIC
@ATTRIBUTE mean_Statements NUMERIC
@ATTRIBUTE median_Statements NUMERIC
@ATTRIBUTE var_Statements NUMERIC
@ATTRIBUTE max_Statements NUMERIC
@ATTRIBUTE min_Statements NUMERIC
@ATTRIBUTE len_depth NUMERIC
@ATTRIBUTE sum_depth NUMERIC
@ATTRIBUTE mean_depth NUMERIC
@ATTRIBUTE median_depth NUMERIC
@ATTRIBUTE var_depth NUMERIC
@ATTRIBUTE max_depth NUMERIC
@ATTRIBUTE min_depth NUMERIC
@ATTRIBUTE len_Calls NUMERIC
@ATTRIBUTE sum_Calls NUMERIC
@ATTRIBUTE mean_Calls NUMERIC
@ATTRIBUTE median_Calls NUMERIC
@ATTRIBUTE var_Calls NUMERIC
@ATTRIBUTE max_Calls NUMERIC
@ATTRIBUTE min_Calls NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
276,102,16.7,63,44.9,1,17.0,5,2.01,1.88,12,19,42,15,13,1,0,0,0.147058823529,0.127450980392,0.00980392156863,0.0,0.0,42,0.411764705882,16,30,1.875,1.0,1.734375,5,1,16,68,4.25,3.0,14.9375,12,1,16,42,2.625,2.0,0.859375,5,2,16,57,3.5625,2.0,6.37109375,9,1,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
65,28,3.6,7,30.8,1,3.0,2,1.39,1.33,8,7,7,6,0,0,0,0,0.214285714286,0.0,0.0,0.0,0.0,8,0.285714285714,3,4,1.33333333333,1.0,0.222222222222,2,1,3,13,4.33333333333,2.0,16.2222222222,10,1,3,7,2.33333333333,2.0,0.222222222222,3,2,3,7,2.33333333333,0.0,10.8888888889,7,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
606,247,15.4,167,38.3,1,28.0,31,2.18,2.5,27,50,85,45,23,12,3,2,0.182186234818,0.0931174089069,0.0485829959514,0.0121457489879,0.0080971659919,85,0.344129554656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
346,121,0.8,37,39.9,1,25.0,2,1.06,1.08,37,41,42,1,0,0,0,0,0.00826446280992,0.0,0.0,0.0,0.0,42,0.347107438017,25,27,1.08,1.0,0.0736,2,1,25,43,1.72,1.0,4.7616,10,1,25,51,2.04,2.0,0.0384,3,2,25,37,1.48,0.0,18.4896,16,0,valid
74,30,10,10,35.1,1,3.0,5,1.57,2.33,8,5,9,8,0,0,0,0,0.266666666667,0.0,0.0,0.0,0.0,9,0.3,3,7,2.33333333333,1.0,3.55555555556,5,1,3,17,5.66666666667,2.0,34.8888888889,14,1,3,7,2.33333333333,2.0,0.222222222222,3,2,3,10,3.33333333333,1.0,16.2222222222,9,0,valid
85,41,0,31,28.2,1,3.0,1,1.71,1.0,12,4,9,16,0,0,0,0,0.390243902439,0.0,0.0,0.0,0.0,16,0.390243902439,2,2,1.0,1.0,0.0,1,1,2,8,4.0,4.0,1.0,5,3,2,4,2.0,2.0,0.0,2,2,2,8,4.0,4.0,1.0,5,3,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
71,28,3.6,7,36.6,1,3.0,2,1.39,1.33,8,7,7,6,0,0,0,0,0.214285714286,0.0,0.0,0.0,0.0,8,0.285714285714,3,4,1.33333333333,1.0,0.222222222222,2,1,3,13,4.33333333333,2.0,16.2222222222,10,1,3,7,2.33333333333,2.0,0.222222222222,3,2,3,7,2.33333333333,0.0,10.8888888889,7,0,valid
