% []
@RELATION base

@ATTRIBUTE tot_changes_last NUMERIC
@ATTRIBUTE sum_insert_last NUMERIC
@ATTRIBUTE sum_delet_lasts NUMERIC
@ATTRIBUTE count_insert_last NUMERIC
@ATTRIBUTE count_delets_last NUMERIC
@ATTRIBUTE avg_insert_last NUMERIC
@ATTRIBUTE avg_delets_last NUMERIC
@ATTRIBUTE avg_insert_nonzero_last NUMERIC
@ATTRIBUTE avg_delets_nonzero_last NUMERIC
@ATTRIBUTE tot_bugs_last NUMERIC
@ATTRIBUTE lastVer_tot_developers NUMERIC
@ATTRIBUTE last_commit NUMERIC
@ATTRIBUTE last_bug NUMERIC
@ATTRIBUTE last_bug_binary NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
12,3252,1723,12,12,271.0,143.583333333,271.0,143.583333333,5,4,13.9357175925,13.9357175925,13.9357175925,valid
1,502,2,1,1,502.0,2.0,502.0,2.0,0,1,11.685821759,0,0,bugged
2,295,46,2,2,147.5,23.0,147.5,23.0,0,1,360.106180555,0,0,valid
2,691,18,2,2,345.5,9.0,345.5,9.0,0,2,24.9536342588,0,0,valid
7,3656,609,7,7,522.285714286,87.0,522.285714286,87.0,1,2,184.101134259,184.101134259,184.101134259,valid
10,1837,78,10,10,183.7,7.8,183.7,7.8,4,2,16.1128125,16.1128125,16.1128125,valid
2,331,46,2,2,165.5,23.0,165.5,23.0,1,1,360.106180555,371.90167824,371.90167824,valid
6,605,60,6,6,100.833333333,10.0,100.833333333,10.0,0,2,24.9536342588,0,0,valid
1,111,2,1,1,111.0,2.0,111.0,2.0,0,1,11.685821759,0,0,bugged
2,319,46,2,2,159.5,23.0,159.5,23.0,0,1,360.106180555,0,0,valid
6,1195,159,6,6,199.166666667,26.5,199.166666667,26.5,1,3,16.1128125,16.1128125,16.1128125,bugged
2,307,42,2,2,153.5,21.0,153.5,21.0,0,1,360.106180555,0,0,valid
4,373,89,4,4,93.25,22.25,93.25,22.25,0,1,360.106180555,0,0,valid
2,247,46,2,2,123.5,23.0,123.5,23.0,0,1,360.106180555,0,0,valid
2,279,42,2,2,139.5,21.0,139.5,21.0,0,1,360.106180555,0,0,valid
6,264,275,6,6,44.0,45.8333333333,44.0,45.8333333333,0,1,128.621736111,0,0,valid
