% []
@RELATION base

@ATTRIBUTE tot_changes NUMERIC
@ATTRIBUTE sum_insert NUMERIC
@ATTRIBUTE sum_delets NUMERIC
@ATTRIBUTE count_insert NUMERIC
@ATTRIBUTE count_delets NUMERIC
@ATTRIBUTE avg_insert NUMERIC
@ATTRIBUTE avg_delets NUMERIC
@ATTRIBUTE avg_insert_nonzero NUMERIC
@ATTRIBUTE avg_delets_nonzero NUMERIC
@ATTRIBUTE tot_bugs NUMERIC
@ATTRIBUTE tot_developers NUMERIC
@ATTRIBUTE change_set NUMERIC
@ATTRIBUTE age NUMERIC
@ATTRIBUTE age2 NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
20,1681,725,20,20,84.05,36.25,84.05,36.25,5,4,76,2347187311.89,-3557968921.35,valid
1,291,2,1,1,291.0,2.0,291.0,2.0,0,1,8,709728737.269,-9405757.54885,valid
8,239,72,8,8,29.875,9.0,29.875,9.0,1,4,85,409952354.206,-353112658.371,valid
10,1803,147,10,10,180.3,14.7,180.3,14.7,1,2,48,4066753994.99,-719556446.232,valid
7,387,88,7,7,55.2857142857,12.5714285714,55.2857142857,12.5714285714,0,3,69,734107676.307,-431594268.499,valid
18,752,124,18,18,41.7777777778,6.88888888889,41.7777777778,6.88888888889,0,6,117,1541735551.08,-607526714.25,valid
2,3588,46,2,2,1794.0,23.0,1794.0,23.0,1,2,77,8691884432.9,-214058777.72,valid
5,648,20,5,5,129.6,4.0,129.6,4.0,0,3,41,1542254759.5,-97334042.7626,valid
4,857,66,4,4,214.25,16.5,214.25,16.5,1,4,77,1941090137.04,-321347612.32,valid
6,532,159,6,6,88.6666666667,26.5,88.6666666667,26.5,0,3,34,915651038.04,-780054089.328,valid
17,921,134,17,17,54.1764705882,7.88235294118,54.1764705882,7.88235294118,0,4,82,1932935975.63,-657326955.158,valid
19,1863,396,19,19,98.0526315789,20.8421052632,98.0526315789,20.8421052632,0,4,87,3601475989.32,-1941313967.51,valid
1,347,2,1,1,347.0,2.0,347.0,2.0,0,1,6,846933650.392,-9000769.17975,valid
4,1091,8,4,4,272.75,2.0,272.75,2.0,0,2,45,2659595304.2,-37683269.7736,valid
26,9193,4005,26,26,353.576923077,154.038461538,353.576923077,154.038461538,2,5,111,12735323947.0,-19651100805.7,valid
1,163,2,1,1,163.0,2.0,163.0,2.0,0,1,12,395382040.971,-9587409.76285,valid
1,119,2,1,1,119.0,2.0,119.0,2.0,0,1,12,287327321.699,-9651837.3872,valid
3,387,8,3,3,129.0,2.66666666667,129.0,2.66666666667,0,2,13,930774169.638,-38773034.1895,valid
20,2253,233,20,20,112.65,11.65,112.65,11.65,0,3,45,4961164844.84,-1142061177.03,valid
23,2376,608,23,23,103.304347826,26.4347826087,103.304347826,26.4347826087,0,5,83,4340478786.77,-2981497420.23,valid
4,275,52,4,4,68.75,13.0,68.75,13.0,1,3,77,547236577.654,-254488276.371,valid
7,1146,107,7,7,163.714285714,15.2857142857,163.714285714,15.2857142857,0,2,52,2550699753.8,-523142385.041,valid
6,909,28,6,6,151.5,4.66666666667,151.5,4.66666666667,0,2,26,2162922833.95,-135586625.233,valid
3,488,8,3,3,162.666666667,2.66666666667,162.666666667,2.66666666667,0,2,3,1178793338.78,-38605183.345,valid
6,6900,2234,6,6,1150.0,372.333333333,1150.0,372.333333333,1,2,65,11453646337.2,-10956344141.5,valid
2,219,6,2,2,109.5,3.0,109.5,3.0,0,2,41,523099263.165,-29175899.1802,valid
15,1734,232,15,15,115.6,15.4666666667,115.6,15.4666666667,3,5,36,3688035026.49,-1136532928.69,valid
7,1382,688,7,7,197.428571429,98.2857142857,197.428571429,98.2857142857,1,3,42,1704478897.11,-3378676067.74,valid
4,997,44,4,4,249.25,11.0,249.25,11.0,0,2,13,2340399779.51,-214749889.385,valid
69,7571,2586,69,69,109.724637681,37.4782608696,109.724637681,37.4782608696,12,6,101,12240591236.4,-12691667527.4,valid
3,842,90,3,3,280.666666667,30.0,280.666666667,30.0,0,3,77,1845341773.64,-439260899.504,valid
5,698,60,5,5,139.6,12.0,139.6,12.0,0,3,40,1567080776.77,-293984937.793,valid
8,2409,142,8,8,301.125,17.75,301.125,17.75,0,3,18,5568435459.05,-695433625.804,valid
5,519,228,5,5,103.8,45.6,103.8,45.6,0,3,54,714478941.367,-1119034882.61,valid
7,743,182,7,7,106.142857143,26.0,106.142857143,26.0,0,3,13,1377689032.22,-893100948.875,valid
5,595,156,5,5,119.0,31.2,119.0,31.2,1,4,77,1077258240.58,-764303003.964,valid
15,1108,94,15,15,73.8666666667,6.26666666667,73.8666666667,6.26666666667,0,3,77,2490081949.68,-460159591.474,valid
7,347,58,7,7,49.5714285714,8.28571428571,49.5714285714,8.28571428571,2,2,37,709462124.805,-284085167.165,valid
27,1909,885,27,27,70.7037037037,32.7777777778,70.7037037037,32.7777777778,3,5,85,2513792374.3,-4342802656.44,valid
4,2076,64,4,4,519.0,16.0,519.0,16.0,1,3,77,4937343870.54,-307482981.009,valid
3,2208,56,3,3,736.0,18.6666666667,736.0,18.6666666667,1,3,77,5280893071.22,-267742640.27,valid
6,3397,1726,6,6,566.166666667,287.666666667,566.166666667,287.666666667,1,2,64,4101641665.22,-8469689080.57,valid
1,20,20,1,1,20.0,20.0,20.0,20.0,0,1,1,0.0,-98213175.7532,valid
10,161,104,10,10,16.1,10.4,16.1,10.4,0,3,45,139976979.864,-510632574.476,valid
6,309,34,6,6,51.5,5.66666666667,51.5,5.66666666667,0,3,70,675360978.339,-166617309.505,valid
6,735,18,6,6,122.5,3.0,122.5,3.0,1,2,47,1760418266.9,-86965117.1916,valid
2,645,12,2,2,322.5,6.0,322.5,6.0,0,2,48,1553956433.83,-57455014.8979,valid
4,290,98,4,4,72.5,24.5,72.5,24.5,0,2,65,471297310.17,-480734012.945,valid
2,1113,46,2,2,556.5,23.0,556.5,23.0,1,2,77,2618362934.96,-222239292.668,valid
2,443,46,2,2,221.5,23.0,221.5,23.0,1,2,77,974217721.375,-224453815.907,valid
29,5162,874,29,29,178.0,30.1379310345,178.0,30.1379310345,5,5,56,10526618002.4,-4281270750.92,valid
5,593,36,5,5,118.6,7.2,118.6,7.2,0,2,16,1367921201.66,-176063699.099,valid
1,171,2,1,1,171.0,2.0,171.0,2.0,0,1,8,415031683.732,-9579104.63635,valid
2,183,6,2,2,91.5,3.0,91.5,3.0,0,2,41,434673571.985,-29211015.9813,valid
5,303,26,5,5,60.6,5.2,60.6,5.2,0,4,50,680004504.786,-127026315.832,valid
39,10723,4559,39,39,274.948717949,116.897435897,274.948717949,116.897435897,0,5,95,15132526971.0,-22370738548.6,valid
16,1478,246,16,16,92.375,15.375,92.375,15.375,3,3,61,3025100650.21,-1205832681.39,valid
10,327,62,10,10,32.7,6.2,32.7,6.2,0,5,103,650565917.375,-303845832.589,valid
