% []
@RELATION base

@ATTRIBUTE tot_changes NUMERIC
@ATTRIBUTE sum_insert NUMERIC
@ATTRIBUTE sum_delets NUMERIC
@ATTRIBUTE count_insert NUMERIC
@ATTRIBUTE count_delets NUMERIC
@ATTRIBUTE avg_insert NUMERIC
@ATTRIBUTE avg_delets NUMERIC
@ATTRIBUTE avg_insert_nonzero NUMERIC
@ATTRIBUTE avg_delets_nonzero NUMERIC
@ATTRIBUTE tot_bugs NUMERIC
@ATTRIBUTE tot_developers NUMERIC
@ATTRIBUTE change_set NUMERIC
@ATTRIBUTE age NUMERIC
@ATTRIBUTE age2 NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,167,2,1,1,167.0,2.0,167.0,2.0,0,1,6,405308556.772,-9820996.59208,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,275,6,2,2,137.5,3.0,137.5,3.0,0,1,19,660771462.826,-29464928.3611,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
4,1346,80,4,4,336.5,20.0,336.5,20.0,0,1,43,3109801256.76,-392969666.338,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
4,343,78,4,4,85.75,19.5,85.75,19.5,0,2,37,650948723.348,-383193069.887,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
3,2440,440,3,3,813.333333333,146.666666667,813.333333333,146.666666667,0,3,22,4912826775.17,-2161584084.93,valid
6,179,30,6,6,29.8333333333,5.0,29.8333333333,5.0,1,2,44,365999701.358,-147373591.486,valid
4,351,22,4,4,87.75,5.5,87.75,5.5,0,2,35,808158862.742,-108071167.366,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
7,1268,587,7,7,181.142857143,83.8571428571,181.142857143,83.8571428571,0,3,41,1672803488.02,-2883804011.37,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
8,2533,1723,8,8,316.625,215.375,316.625,215.375,0,3,42,1989666948.69,-8464724487.93,valid
10,836,293,10,10,83.6,29.3,83.6,29.3,4,2,33,1333813983.32,-1439414974.27,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,72,10,3,3,24.0,3.33333333333,24.0,3.33333333333,1,2,15,152294923.421,-49122774.4061,valid
8,552,119,8,8,69.0,14.875,69.0,14.875,4,2,47,1063609837.77,-584595197.507,valid
3,588,74,3,3,196.0,24.6666666667,196.0,24.6666666667,0,2,35,1262594857.25,-363533055.218,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,4,4,1,1,4.0,4.0,4.0,4.0,0,1,12,0.0,-19650907.308,valid
7,1147,650,7,7,163.857142857,92.8571428571,163.857142857,92.8571428571,0,3,51,1220827623.47,-3193312986.34,valid
14,1384,521,14,14,98.8571428571,37.2142857143,98.8571428571,37.2142857143,4,3,34,2119857600.23,-2559516793.44,valid
1,163,2,1,1,163.0,2.0,163.0,2.0,0,1,10,395481243.016,-9819416.8803,valid
5,279,24,5,5,55.8,4.8,55.8,4.8,0,2,40,626377414.788,-117891067.387,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
3,211,74,3,3,70.3333333333,24.6666666667,70.3333333333,24.6666666667,0,2,30,336529982.04,-363547852.364,valid
2,175,10,2,2,87.5,5.0,87.5,5.0,0,2,32,405301520.146,-49116068.2488,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,123,2,1,1,123.0,2.0,123.0,2.0,0,1,11,297220604.492,-9816382.76792,valid
7,1634,303,7,7,233.428571429,43.2857142857,233.428571429,43.2857142857,0,2,46,3269468263.47,-1488528806.89,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,235,12,3,3,78.3333333333,4.0,78.3333333333,4.0,1,1,33,547775868.198,-58942501.5187,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,60,21,2,2,30.0,10.5,30.0,10.5,1,1,22,95800701.2043,-103169220.013,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
7,1280,185,7,7,182.857142857,26.4285714286,182.857142857,26.4285714286,2,2,49,2689739032.22,-908800299.389,valid
3,600,12,3,3,200.0,4.0,200.0,4.0,0,1,27,1444371663.66,-58936694.5281,valid
1,522,2,1,1,522.0,2.0,522.0,2.0,0,1,12,1277307024.63,-9781702.52833,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,95,2,1,1,95.0,2.0,95.0,2.0,0,1,28,228444593.97,-9820897.23116,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
10,1049,146,10,10,104.9,14.6,104.9,14.6,0,2,40,2218141387.52,-717247763.58,valid
1,147,2,1,1,147.0,2.0,147.0,2.0,0,1,28,356177055.115,-9818282.30042,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,275,2,1,1,275.0,2.0,275.0,2.0,0,1,28,670595421.01,-9811845.54782,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
12,1927,589,12,12,160.583333333,49.0833333333,160.583333333,49.0833333333,0,2,51,3286634180.59,-2893550434.12,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
